outppr,outpit,outpnm,outpdo,outpsx
"CalVSALG22","SalFnAlg22",   2,"x",1
"CalVSALG22","FloFnAlg22",   3,"x",1
"CalVSALG22","VSedAlg22 ",   4," ",0
"CalVSALG23","VSedAlg23 ",   1,"x",1
"CalVSALG23","SalFnAlg23",   2,"x",1
"CalVSALG23","FloFnAlg23",   3,"x",1
"CalVSALG23","VSedAlg23 ",   4," ",0
"CalVSALG24","VSedAlg24 ",   1,"x",1
"CalVSALG24","SalFnAlg24",   2,"x",1
"CalVSALG24","FloFnAlg24",   3,"x",1
"CalVSALG24","VSedAlg24 ",   4," ",0
"CalVSALG25","VSedAlg25 ",   1,"x",1
"CalVSALG25","SalFnAlg25",   2,"x",1
"CalVSALG25","FloFnAlg25",   3,"x",1
"CalVSALG25","VSedAlg25 ",   4," ",0
"CalVSALG26","VSedAlg26 ",   1,"x",1
"CalVSALG26","SalFnAlg26",   2,"x",1
"CalVSALG26","FloFnAlg26",   3,"x",1
"CalVSALG26","VSedAlg26 ",   4," ",0
"CalVSALG27","VSedAlg27 ",   1,"x",1
"CalVSALG27","SalFnAlg27",   2,"x",1
"CalVSALG27","FloFnAlg27",   3,"x",1
"CalVSALG27","VSedAlg27 ",   4," ",0
"CalVSALG28","VSedAlg28 ",   1,"x",1
"CalVSALG28","SalFnAlg28",   2,"x",1
"CalVSALG28","FloFnAlg28",   3,"x",1
"CalVSALG28","VSedAlg28 ",   4," ",0
"CalVSALG29","VSedAlg29 ",   1,"x",1
"CalVSALG29","SalFnAlg29",   2,"x",1
"CalVSALG29","FloFnAlg29",   3,"x",1
"CalVSALG29","VSedAlg29 ",   4," ",0
"CalVSALG30","VSedAlg30 ",   1,"x",1
"CalVSALG30","SalFnAlg30",   2,"x",1
"CalVSALG30","FloFnAlg30",   3,"x",1
"CalVSALG30","VSedAlg30 ",   4," ",0
"Res_Pickup","fRIM1S2Pup",   1,"x",1
"Res_Pickup","fRIM2S2Pup",   2,"x",1
"Res_Pickup","fRIM3S2Pup",   3,"x",1
"Res_Pickup","fRTIMS2Pup",   4,"x",1
"Res_Pickup","Pshields  ",   5,"x",1
"Res_Pickup","FrTIMS2   ",   6,"x",1
"Res_Buffer","fRIM1S2Pup",   1,"x",1
"Res_Buffer","fRIM2S2Pup",   2,"x",1
"Res_Buffer","fRIM3S2Pup",   3,"x",1
"Res_Buffer","fRTIMS2Pup",   4,"x",1
"Res_Buffer","Pshields  ",   5,"x",1
"Res_Buffer","FrTIMS2   ",   6,"x",1
"Res_Buffer","FrPOMS2   ",   7,"x",1
"Res_Buffer","fResS1IM1 ",   8,"x",1
"Res_Buffer","fResS1IM2 ",   9,"x",1
"Res_Buffer","fResS1IM3 ",  10,"x",1
"Res_Buffer","fResS1DM  ",  11,"x",1
"Res_Buffer","fResS2DM  ",  12,"x",1
"Sed_IM1   ","PSedIM1   ",   1,"x",1
"Sed_IM1   ","fSedIM1   ",   2,"x",1
"Sed_IM1   ","fSedIM1S2 ",   3," ",1
"Sed_IM1   ","VxSedIM1  ",   4,"x",0
"Sed_IM2   ","PSedIM2   ",   1,"x",1
"Sed_IM2   ","fSedIM2   ",   2,"x",1
"Sed_IM2   ","fSedIM2S2 ",   3," ",1
"Sed_IM2   ","VxSedIM2  ",   4,"x",0
"Sed_IM3   ","PSedIM3   ",   1,"x",1
"Sed_IM3   ","fSedIM3   ",   2,"x",1
"Sed_IM3   ","fSedIM3S2 ",   3," ",1
"Sed_IM3   ","VxSedIM3  ",   4,"x",0
"SedDiat   ","PSedDiat  ",   1,"x",1
"SedDiat   ","fSedDiat  ",   2,"x",1
"SedDiat   ","VxSedDiat ",   3,"x",0
"Sed_Gre   ","PSedGreen ",   1,"x",1
"Sed_Gre   ","fSedGreen ",   2,"x",1
"Sed_Gre   ","VxSedGreen",   3,"x",0
"SEDALG    ","PSedAlg   ",   1,"x",1
"SEDALG    ","fSedAlg   ",   2,"x",1
"SEDALG    ","VxSedAlg  ",   3,"x",0
"SEDALG01  ","PSedAlg01 ",   1,"x",1
"SEDALG01  ","fSedAlg01 ",   2,"x",1
"SEDALG01  ","VxSedAlg01",   3,"x",0
"SEDALG02  ","PSedAlg02 ",   1,"x",1
"SEDALG02  ","fSedAlg02 ",   2,"x",1
"SEDALG02  ","VxSedAlg02",   3,"x",0
"SEDALG03  ","PSedAlg03 ",   1,"x",1
"SEDALG03  ","fSedAlg03 ",   2,"x",1
"SEDALG03  ","VxSedAlg03",   3,"x",0
"SEDALG04  ","PSedAlg04 ",   1,"x",1
"SEDALG04  ","fSedAlg04 ",   2,"x",1
"SEDALG04  ","VxSedAlg04",   3,"x",0
"SEDALG05  ","PSedAlg05 ",   1,"x",1
"SEDALG05  ","fSedAlg05 ",   2,"x",1
"SEDALG05  ","VxSedAlg05",   3,"x",0
"SEDALG06  ","PSedAlg06 ",   1,"x",1
"SEDALG06  ","fSedAlg06 ",   2,"x",1
"SEDALG06  ","VxSedAlg06",   3,"x",0
"SEDALG07  ","PSedAlg07 ",   1,"x",1
"SEDALG07  ","fSedAlg07 ",   2,"x",1
"SEDALG07  ","VxSedAlg07",   3,"x",0
"SEDALG08  ","PSedAlg08 ",   1,"x",1
"SEDALG08  ","fSedAlg08 ",   2,"x",1
"SEDALG08  ","VxSedAlg08",   3,"x",0
"SEDALG09  ","PSedAlg09 ",   1,"x",1
"SEDALG09  ","fSedAlg09 ",   2,"x",1
"SEDALG09  ","VxSedAlg09",   3,"x",0
"SEDALG10  ","PSedAlg10 ",   1,"x",1
"SEDALG10  ","fSedAlg10 ",   2,"x",1
"SEDALG10  ","VxSedAlg10",   3,"x",0
"SEDALG11  ","PSedAlg11 ",   1,"x",1
"SEDALG11  ","fSedAlg11 ",   2,"x",1
"SEDALG11  ","VxSedAlg11",   3,"x",0
"SEDALG12  ","PSedAlg12 ",   1,"x",1
"SEDALG12  ","fSedAlg12 ",   2,"x",1
"SEDALG12  ","VxSedAlg12",   3,"x",0
"SEDALG13  ","PSedAlg13 ",   1,"x",1
"SEDALG13  ","fSedAlg13 ",   2,"x",1
"SEDALG13  ","VxSedAlg13",   3,"x",0
"SEDALG14  ","PSedAlg14 ",   1,"x",1
"SEDALG14  ","fSedAlg14 ",   2,"x",1
"SEDALG14  ","VxSedAlg14",   3,"x",0
"SEDALG15  ","PSedAlg15 ",   1,"x",1
"SEDALG15  ","fSedAlg15 ",   2,"x",1
"SEDALG15  ","VxSedAlg15",   3,"x",0
"SEDALG16  ","PSedAlg16 ",   1,"x",1
"SEDALG16  ","fSedAlg16 ",   2,"x",1
"SEDALG16  ","VxSedAlg16",   3,"x",0
"SEDALG17  ","PSedAlg17 ",   1,"x",1
"SEDALG17  ","fSedAlg17 ",   2,"x",1
"SEDALG17  ","VxSedAlg17",   3,"x",0
"SEDALG18  ","PSedAlg18 ",   1,"x",1
"SEDALG18  ","fSedAlg18 ",   2,"x",1
"SEDALG18  ","VxSedAlg18",   3,"x",0
"SEDALG19  ","PSedAlg19 ",   1,"x",1
"SEDALG19  ","fSedAlg19 ",   2,"x",1
"SEDALG19  ","VxSedAlg19",   3,"x",0
"SEDALG20  ","PSedAlg20 ",   1,"x",1
"SEDALG20  ","fSedAlg20 ",   2,"x",1
"SEDALG20  ","VxSedAlg20",   3,"x",0
"SEDALG21  ","PSedAlg21 ",   1,"x",1
"SEDALG21  ","fSedAlg21 ",   2,"x",1
"SEDALG21  ","VxSedAlg21",   3,"x",0
"SEDALG22  ","PSedAlg22 ",   1,"x",1
"SEDALG22  ","fSedAlg22 ",   2,"x",1
"SEDALG22  ","VxSedAlg22",   3,"x",0
"SEDALG23  ","PSedAlg23 ",   1,"x",1
"SEDALG23  ","fSedAlg23 ",   2,"x",1
"SEDALG23  ","VxSedAlg23",   3,"x",0
"SEDALG24  ","PSedAlg24 ",   1,"x",1
"SEDALG24  ","fSedAlg24 ",   2,"x",1
"SEDALG24  ","VxSedAlg24",   3,"x",0
"SEDALG25  ","PSedAlg25 ",   1,"x",1
"SEDALG25  ","fSedAlg25 ",   2,"x",1
"SEDALG25  ","VxSedAlg25",   3,"x",0
"SEDALG26  ","PSedAlg26 ",   1,"x",1
"SEDALG26  ","fSedAlg26 ",   2,"x",1
"SEDALG26  ","VxSedAlg26",   3,"x",0
"SEDALG27  ","PSedAlg27 ",   1,"x",1
"SEDALG27  ","fSedAlg27 ",   2,"x",1
"SEDALG27  ","VxSedAlg27",   3,"x",0
"SEDALG28  ","PSedAlg28 ",   1,"x",1
"SEDALG28  ","fSedAlg28 ",   2,"x",1
"SEDALG28  ","VxSedAlg28",   3,"x",0
"SEDALG29  ","PSedAlg29 ",   1,"x",1
"SEDALG29  ","fSedAlg29 ",   2,"x",1
"SEDALG29  ","VxSedAlg29",   3,"x",0
"SEDALG30  ","PSedAlg30 ",   1,"x",1
"SEDALG30  ","fSedAlg30 ",   2,"x",1
"SEDALG30  ","VxSedAlg30",   3,"x",0
"S_CBOD51  ","PSedBOD5  ",   1,"x",1
"S_CBOD51  ","fSedBOD5  ",   2,"x",1
"S_CBOD51  ","VxSedBOD5 ",   3,"x",0
"S_CBOD52  ","PSedBOD5_2",   1,"x",1
"S_CBOD52  ","fSedBOD5_2",   2,"x",1
"S_CBOD52  ","VxSedBOD52",   3,"x",0
"S_CBOD53  ","PSedBOD5_3",   1,"x",1
"S_CBOD53  ","fSedBOD5_3",   2,"x",1
